Bell ID,Place,Dedication,Region,Tower ID,Grid Ref,Latitude,Longitude,Ring ID,Collection Type,Ring Size,Bell Role,Bell Name,Weight (lbs),Weight (approx),Nominal (Hz),Note,Diameter (in),Cast Date,Listed,Founder,Founder Uncertain,Caster,Canons,Turnings,Cracked,Frame ID,In Pit
15642,Chicago,"Mitchell Tower, University of Chicago","Illinois, United States of America",11762,,41.79125,-87.59828,1763,chime,10,1,,564,,1575.5,G,27.25,1908,,Mears & Stainbank,,,doncaster,unturned,,9010,Y
15643,Chicago,"Mitchell Tower, University of Chicago","Illinois, United States of America",11762,,41.79125,-87.59828,1763,chime,10,2,,629,,1414.5,F,28.75,1908,,Mears & Stainbank,,,doncaster,unturned,,9010,Y
15644,Chicago,"Mitchell Tower, University of Chicago","Illinois, United States of America",11762,,41.79125,-87.59828,1763,chime,10,3,,712,,1257.5,E♭,30.75,1908,,Mears & Stainbank,,,doncaster,unturned,,9010,Y
15645,Chicago,"Mitchell Tower, University of Chicago","Illinois, United States of America",11762,,41.79125,-87.59828,1763,chime,10,4,,727,,1168.5,D,31.88,1908,,Mears & Stainbank,,,doncaster,unturned,,9010,Y
15646,Chicago,"Mitchell Tower, University of Chicago","Illinois, United States of America",11762,,41.79125,-87.59828,1763,chime,10,5,,812,,1038.0,C,34.00,1908,,Mears & Stainbank,,,doncaster,unturned,,9010,Y
15647,Chicago,"Mitchell Tower, University of Chicago","Illinois, United States of America",11762,,41.79125,-87.59828,1763,chime,10,6,,990,,928.5,B♭,36.63,1908,,Mears & Stainbank,,,doncaster,unturned,,9010,Y
15648,Chicago,"Mitchell Tower, University of Chicago","Illinois, United States of America",11762,,41.79125,-87.59828,1763,chime,10,7,,1193,,830.5,A♭,39.38,1908,,Mears & Stainbank,,,doncaster,unturned,,9010,Y
15649,Chicago,"Mitchell Tower, University of Chicago","Illinois, United States of America",11762,,41.79125,-87.59828,1763,chime,10,8,,1340,,770.5,G,41.50,1908,,Mears & Stainbank,,,doncaster,unturned,,9010,Y
15650,Chicago,"Mitchell Tower, University of Chicago","Illinois, United States of America",11762,,41.79125,-87.59828,1763,chime,10,9,,1820,,692.5,F,45.75,1908,,Mears & Stainbank,,,doncaster,unturned,,9010,Y
1531,Chicago,"Mitchell Tower, University of Chicago","Illinois, United States of America",11762,,41.79125,-87.59828,1763,chime,10,10,,2443,,617.0,E♭,51.00,1908,,Mears & Stainbank,,,doncaster,unturned,,9010,Y
63463,Chicago,"Mitchell Tower, University of Chicago","Illinois, United States of America",11762,,41.79125,-87.59828,17420,full-circle ring,10,1,,513,,1662.0,G♯,26.00,2022,,John Taylor & Co,,,flat,unturned,,9011,
63462,Chicago,"Mitchell Tower, University of Chicago","Illinois, United States of America",11762,,41.79125,-87.59828,17420,full-circle ring,10,2,,499,,1477.7,F♯,26.50,2022,,John Taylor & Co,,,flat,unturned,,9011,
63464,Chicago,"Mitchell Tower, University of Chicago","Illinois, United States of America",11762,,41.79125,-87.59828,17420,full-circle ring,10,3,,517,,1316.0,E,27.50,2022,,John Taylor & Co,,,flat,unturned,,9011,
63465,Chicago,"Mitchell Tower, University of Chicago","Illinois, United States of America",11762,,41.79125,-87.59828,17420,full-circle ring,10,4,,525,,1244.5,D♯,28.00,2022,,John Taylor & Co,,,flat,unturned,,9011,
63466,Chicago,"Mitchell Tower, University of Chicago","Illinois, United States of America",11762,,41.79125,-87.59828,17420,full-circle ring,10,5,,611,,1106.8,C♯,30.00,2022,,John Taylor & Co,,,flat,unturned,,9011,
63467,Chicago,"Mitchell Tower, University of Chicago","Illinois, United States of America",11762,,41.79125,-87.59828,17420,full-circle ring,10,6,,747,,987.9,B,32.50,2022,,John Taylor & Co,,,flat,unturned,,9011,
63468,Chicago,"Mitchell Tower, University of Chicago","Illinois, United States of America",11762,,41.79125,-87.59828,17420,full-circle ring,10,7,,961,,879.1,A,34.50,2022,,John Taylor & Co,,,flat,unturned,,9011,
63469,Chicago,"Mitchell Tower, University of Chicago","Illinois, United States of America",11762,,41.79125,-87.59828,17420,full-circle ring,10,8,,1069,,829.6,G♯,37.00,2023,,John Taylor & Co,,,flat,unturned,,9011,
63470,Chicago,"Mitchell Tower, University of Chicago","Illinois, United States of America",11762,,41.79125,-87.59828,17420,full-circle ring,10,9,,1426,,741.2,F♯,41.00,2023,,John Taylor & Co,,,flat,unturned,,9011,
63471,Chicago,"Mitchell Tower, University of Chicago","Illinois, United States of America",11762,,41.79125,-87.59828,17420,full-circle ring,10,10,,2042,,657.8,E,46.00,2023,,John Taylor & Co,,,flat,unturned,,9011,
15651,Chicago,"S Paul, Riverside","Illinois, United States of America",16440,,41.82950,-87.82001,6441,full-circle ring,8,1,,145,,2504.5,E♭,17.13,1974,,Whitechapel Bell Foundry,,,flat,unturned,,1573,Y
15652,Chicago,"S Paul, Riverside","Illinois, United States of America",16440,,41.82950,-87.82001,6441,full-circle ring,8,2,,163,,2359.0,D,17.75,1968,,Whitechapel Bell Foundry,,,flat,unturned,,1573,Y
15653,Chicago,"S Paul, Riverside","Illinois, United States of America",16440,,41.82950,-87.82001,6441,full-circle ring,8,3,,170,,2098.5,C,18.88,1968,,Whitechapel Bell Foundry,,,flat,unturned,,1573,Y
15654,Chicago,"S Paul, Riverside","Illinois, United States of America",16440,,41.82950,-87.82001,6441,full-circle ring,8,4,,202,,1869.0,B♭,20.13,1968,,Whitechapel Bell Foundry,,,flat,unturned,,1573,Y
15655,Chicago,"S Paul, Riverside","Illinois, United States of America",16440,,41.82950,-87.82001,6441,full-circle ring,8,5,,258,,1664.5,A♭,21.88,1968,,Whitechapel Bell Foundry,,,flat,unturned,,1573,Y
15656,Chicago,"S Paul, Riverside","Illinois, United States of America",16440,,41.82950,-87.82001,6441,full-circle ring,8,6,,297,,1572.5,G,22.75,1968,,Whitechapel Bell Foundry,,,flat,unturned,,1573,Y
15657,Chicago,"S Paul, Riverside","Illinois, United States of America",16440,,41.82950,-87.82001,6441,full-circle ring,8,7,,360,,1402.5,F,24.88,1968,,Whitechapel Bell Foundry,,,flat,unturned,,1573,Y
1532,Chicago,"S Paul, Riverside","Illinois, United States of America",16440,,41.82950,-87.82001,6441,full-circle ring,8,8,,447,,1248.0,E♭,27.00,1964,,Mears & Stainbank,,,flat,unturned,,1573,Y
17890,Dallas,S James,"Texas, United States of America",10418,,32.87150,-96.71733,419,full-circle ring,6,1,,218,,1761.0,A,20.50,1995,,John Taylor Bellfounders Ltd,,,flat,,,,Y
17891,Dallas,S James,"Texas, United States of America",10418,,32.87150,-96.71733,419,full-circle ring,6,2,,234,,1567.0,G,21.38,2003,,John Taylor Bellfounders Ltd,,,flat,,,,Y
17892,Dallas,S James,"Texas, United States of America",10418,,32.87150,-96.71733,419,full-circle ring,6,3,,276,,1397.0,F,23.00,1995,,John Taylor Bellfounders Ltd,,,flat,,,,Y
17893,Dallas,S James,"Texas, United States of America",10418,,32.87150,-96.71733,419,full-circle ring,6,4,,312,,1315.0,E,23.88,2003,,John Taylor Bellfounders Ltd,,,flat,,,,Y
17894,Dallas,S James,"Texas, United States of America",10418,,32.87150,-96.71733,419,full-circle ring,6,5,,442,,1176.0,D,26.63,2003,,John Taylor Bellfounders Ltd,,,flat,,,,Y
1967,Dallas,S James,"Texas, United States of America",10418,,32.87150,-96.71733,419,full-circle ring,6,6,,516,,1044.0,C,28.88,1995,,John Taylor Bellfounders Ltd,,,flat,,,,Y
21396,Frederick,Calvary United Methodist Ch,"Maryland, United States of America",11424,,39.41720,-77.41374,1425,full-circle ring,8,1,,331,,1664.0,A♭,22.90,2004,,John Taylor Bellfounders Ltd,,,flat,unturned,,,Y
21397,Frederick,Calvary United Methodist Ch,"Maryland, United States of America",11424,,39.41720,-77.41374,1425,full-circle ring,8,2,,363,,1562.0,G,23.86,2004,,John Taylor Bellfounders Ltd,,,flat,unturned,,,Y
21398,Frederick,Calvary United Methodist Ch,"Maryland, United States of America",11424,,39.41720,-77.41374,1425,full-circle ring,8,3,,394,,1395.0,F,25.00,2004,,John Taylor Bellfounders Ltd,,,flat,unturned,,,Y
21399,Frederick,Calvary United Methodist Ch,"Maryland, United States of America",11424,,39.41720,-77.41374,1425,full-circle ring,8,4,,430,,1244.0,E♭,26.54,2004,,John Taylor Bellfounders Ltd,,,flat,unturned,,,Y
21400,Frederick,Calvary United Methodist Ch,"Maryland, United States of America",11424,,39.41720,-77.41374,1425,full-circle ring,8,5,,508,,1110.0,D♭,28.27,2004,,John Taylor Bellfounders Ltd,,,flat,unturned,,,Y
21401,Frederick,Calvary United Methodist Ch,"Maryland, United States of America",11424,,39.41720,-77.41374,1425,full-circle ring,8,6,,574,,1038.0,C,29.76,2004,,John Taylor Bellfounders Ltd,,,flat,unturned,,,Y
21402,Frederick,Calvary United Methodist Ch,"Maryland, United States of America",11424,,39.41720,-77.41374,1425,full-circle ring,8,7,,803,,933.0,B♭,33.46,2004,,John Taylor Bellfounders Ltd,,,flat,unturned,,,Y
2657,Frederick,Calvary United Methodist Ch,"Maryland, United States of America",11424,,39.41720,-77.41374,1425,full-circle ring,8,8,,1082,,830.0,A♭,37.32,2004,,John Taylor Bellfounders Ltd,,,flat,unturned,,,Y
22976,Groton,Groton School Chapel,"Massachusetts, United States of America",15745,,42.59279,-71.58328,5746,full-circle ring,10,1,,497,,1748.0,A,25.25,1962,,Mears & Stainbank,,,flat,unturned,,3022,Y
22977,Groton,Groton School Chapel,"Massachusetts, United States of America",15745,,42.59279,-71.58328,5746,full-circle ring,10,2,,497,,1572.0,G,26.25,1962,,Mears & Stainbank,,,flat,unturned,,3022,Y
22978,Groton,Groton School Chapel,"Massachusetts, United States of America",15745,,42.59279,-71.58328,5746,full-circle ring,10,3,,591,,1396.0,F,28.00,1962,,Mears & Stainbank,,,flat,unturned,,3022,Y
22979,Groton,Groton School Chapel,"Massachusetts, United States of America",15745,,42.59279,-71.58328,5746,full-circle ring,10,4,,618,,1308.0,E,29.00,1962,,Mears & Stainbank,,,flat,unturned,,3022,Y
22980,Groton,Groton School Chapel,"Massachusetts, United States of America",15745,,42.59279,-71.58328,5746,full-circle ring,10,5,,694,,1160.0,D,31.00,1962,,Mears & Stainbank,,,flat,unturned,,3022,Y
22981,Groton,Groton School Chapel,"Massachusetts, United States of America",15745,,42.59279,-71.58328,5746,full-circle ring,10,6,,817,,1044.0,C,33.00,1962,,Mears & Stainbank,,,flat,unturned,,3022,Y
22982,Groton,Groton School Chapel,"Massachusetts, United States of America",15745,,42.59279,-71.58328,5746,full-circle ring,10,7,,911,,928.0,B♭,35.00,1962,,Mears & Stainbank,,,flat,unturned,,3022,Y
22983,Groton,Groton School Chapel,"Massachusetts, United States of America",15745,,42.59279,-71.58328,5746,full-circle ring,10,8,,1065,,872.0,A,37.00,1962,,Mears & Stainbank,,,flat,unturned,,3022,Y
22984,Groton,Groton School Chapel,"Massachusetts, United States of America",15745,,42.59279,-71.58328,5746,full-circle ring,10,9,,1420,,784.0,G,41.00,1962,,Mears & Stainbank,,,flat,unturned,,3022,Y
2968,Groton,Groton School Chapel,"Massachusetts, United States of America",15745,,42.59279,-71.58328,5746,full-circle ring,10,10,,2036,,696.0,F,46.00,1962,,Mears & Stainbank,,,flat,unturned,,3022,Y
24353,Hendersonville,S James,"North Carolina, United States of America",12823,,35.32096,-82.46068,2824,full-circle ring,8,1,,357,,1764.0,A,23.00,1977,,Whitechapel Bell Foundry,,,flat,unturned,,3285,Y
24354,Hendersonville,S James,"North Carolina, United States of America",12823,,35.32096,-82.46068,2824,full-circle ring,8,2,,372,,1662.0,G♯,23.63,1977,,Whitechapel Bell Foundry,,,flat,unturned,,3285,Y
24355,Hendersonville,S James,"North Carolina, United States of America",12823,,35.32096,-82.46068,2824,full-circle ring,8,3,,392,,1480.0,F♯,24.83,1977,,Whitechapel Bell Foundry,,,flat,unturned,,3285,Y
24356,Hendersonville,S James,"North Carolina, United States of America",12823,,35.32096,-82.46068,2824,full-circle ring,8,4,,422,,1318.0,E,26.00,1977,,Whitechapel Bell Foundry,,,flat,unturned,,3285,Y
24357,Hendersonville,S James,"North Carolina, United States of America",12823,,35.32096,-82.46068,2824,full-circle ring,8,5,,528,,1174.0,D,28.00,1977,,Whitechapel Bell Foundry,,,flat,unturned,,3285,Y
24358,Hendersonville,S James,"North Carolina, United States of America",12823,,35.32096,-82.46068,2824,full-circle ring,8,6,,590,,1108.0,C♯,29.50,1977,,Whitechapel Bell Foundry,,,flat,unturned,,3285,Y
24359,Hendersonville,S James,"North Carolina, United States of America",12823,,35.32096,-82.46068,2824,full-circle ring,8,7,,792,,988.0,B,32.50,1977,,Whitechapel Bell Foundry,,,flat,unturned,,3285,Y
3234,Hendersonville,S James,"North Carolina, United States of America",12823,,35.32096,-82.46068,2824,full-circle ring,8,8,,1032,,880.0,A,36.00,1977,,Whitechapel Bell Foundry,,,flat,unturned,,3285,Y
24360,Hendersonville,S James,"North Carolina, United States of America",12823,,35.32096,-82.46068,8392,other bells,,Angelus,,,,,,,,,Meneely (West Troy),,,,,,8081,
24886,Hingham,Memorial Bell Tower,"Massachusetts, United States of America",16018,,42.24136,-70.88639,6019,full-circle ring,10,1,,515,,1648.0,G♯,26.50,1912,,Mears & Stainbank,,,flat,unturned,,3373,Y
24887,Hingham,Memorial Bell Tower,"Massachusetts, United States of America",16018,,42.24136,-70.88639,6019,full-circle ring,10,2,,614,,1479.0,F♯,28.38,1912,,Mears & Stainbank,,,flat,unturned,,3372,Y
24888,Hingham,Memorial Bell Tower,"Massachusetts, United States of America",16018,,42.24136,-70.88639,6019,full-circle ring,10,3,,683,,1331.0,E,30.25,1912,,Mears & Stainbank,,,flat,unturned,,3372,Y
24889,Hingham,Memorial Bell Tower,"Massachusetts, United States of America",16018,,42.24136,-70.88639,6019,full-circle ring,10,4,,693,,1251.0,D♯,31.13,1912,,Mears & Stainbank,,,flat,unturned,,3372,Y
24890,Hingham,Memorial Bell Tower,"Massachusetts, United States of America",16018,,42.24136,-70.88639,6019,full-circle ring,10,5,,814,,1112.0,C♯,33.00,1912,,Mears & Stainbank,,,flat,unturned,,3373,Y
24891,Hingham,Memorial Bell Tower,"Massachusetts, United States of America",16018,,42.24136,-70.88639,6019,full-circle ring,10,6,,970,,990.5,B,36.25,1912,,Mears & Stainbank,,,flat,unturned,,3372,Y
24892,Hingham,Memorial Bell Tower,"Massachusetts, United States of America",16018,,42.24136,-70.88639,6019,full-circle ring,10,7,,1152,,874.5,A,38.88,1912,,Mears & Stainbank,,,flat,unturned,,3372,Y
24893,Hingham,Memorial Bell Tower,"Massachusetts, United States of America",16018,,42.24136,-70.88639,6019,full-circle ring,10,8,,1214,,822.5,G♯,40.00,1912,,Mears & Stainbank,,,flat,unturned,,3372,Y
24894,Hingham,Memorial Bell Tower,"Massachusetts, United States of America",16018,,42.24136,-70.88639,6019,full-circle ring,10,9,,1602,,733.5,F♯,43.75,1912,,Mears & Stainbank,,,flat,unturned,,3372,Y
3331,Hingham,Memorial Bell Tower,"Massachusetts, United States of America",16018,,42.24136,-70.88639,6019,full-circle ring,10,10,,2203,,653.0,E,49.38,1912,,Mears & Stainbank,,,flat,unturned,,3372,Y
24895,Hingham,Memorial Bell Tower,"Massachusetts, United States of America",16018,,42.24136,-70.88639,6019,full-circle ring,10,c7#,,1095,,,A♯,37.63,1912,,Mears & Stainbank,,,flat,unturned,,3373,
25287,Honolulu,Cath Ch of S Andrew,"Hawaii, United States of America",14371,,21.31000,-157.85719,4372,full-circle ring,8,1,,595,,1483.7,F♯,28.44,1812,,John Briant,,,removed,eighth,,3449,Y
25288,Honolulu,Cath Ch of S Andrew,"Hawaii, United States of America",14371,,21.31000,-157.85719,4372,full-circle ring,8,2,,610,,1399.5,E♯,28.81,1812,,John Briant,,,removed,eighth,,3449,Y
25289,Honolulu,Cath Ch of S Andrew,"Hawaii, United States of America",14371,,21.31000,-157.85719,4372,full-circle ring,8,3,,635,,1245.7,D♯,30.38,1812,,John Briant,,,removed,eighth,,3449,Y
25290,Honolulu,Cath Ch of S Andrew,"Hawaii, United States of America",14371,,21.31000,-157.85719,4372,full-circle ring,8,4,,686,,1109.0,C♯,31.94,1812,,John Briant,,,removed,eighth,,3449,Y
25291,Honolulu,Cath Ch of S Andrew,"Hawaii, United States of America",14371,,21.31000,-157.85719,4372,full-circle ring,8,5,,769,,988.0,B,33.88,1812,,John Briant,,,removed,eighth,,3449,Y
25292,Honolulu,Cath Ch of S Andrew,"Hawaii, United States of America",14371,,21.31000,-157.85719,4372,full-circle ring,8,6,,836,,931.7,A♯,34.88,1812,,John Briant,,,removed,eighth,,3449,Y
25293,Honolulu,Cath Ch of S Andrew,"Hawaii, United States of America",14371,,21.31000,-157.85719,4372,full-circle ring,8,7,,1061,,829.5,G♯,37.94,1812,,John Briant,,,removed,eighth,,3449,Y
3406,Honolulu,Cath Ch of S Andrew,"Hawaii, United States of America",14371,,21.31000,-157.85719,4372,full-circle ring,8,8,,1370,,740.0,F♯,42.00,1812,,John Briant,,,removed,eighth,,3449,Y
25616,Houston,Palmer Memorial Episcopal Church,"Texas, United States of America",13288,,29.71639,-95.39633,8433,chime,9,1,,233,,1564.0,G,22.31,1927,,Meneely (Troy),,,removed,eighth,,8094,
25617,Houston,Palmer Memorial Episcopal Church,"Texas, United States of America",13288,,29.71639,-95.39633,8433,chime,9,2,,315,,1468.0,F♯,23.63,2005,,Whitechapel Bell Foundry,,,flat,unturned,,8094,
25619,Houston,Palmer Memorial Episcopal Church,"Texas, United States of America",13288,,29.71639,-95.39633,8433,chime,9,3,,375,,1307.0,E,25.50,2005,,Whitechapel Bell Foundry,,,flat,unturned,,8094,
25620,Houston,Palmer Memorial Episcopal Church,"Texas, United States of America",13288,,29.71639,-95.39633,8433,chime,9,4,,491,,1169.2,D,27.94,2005,,Whitechapel Bell Foundry,,,flat,unturned,,8094,
25621,Houston,Palmer Memorial Episcopal Church,"Texas, United States of America",13288,,29.71639,-95.39633,8433,chime,9,5,,450,,1043.7,C,29.50,1927,,Meneely (Troy),,,removed,eighth,,8094,
25622,Houston,Palmer Memorial Episcopal Church,"Texas, United States of America",13288,,29.71639,-95.39633,8433,chime,9,6,,727,,978.4,B,32.63,2005,,Whitechapel Bell Foundry,,,flat,unturned,,8094,
25623,Houston,Palmer Memorial Episcopal Church,"Texas, United States of America",13288,,29.71639,-95.39633,8433,chime,9,7,,952,,875.0,A,36.44,2005,,Whitechapel Bell Foundry,,,flat,unturned,,8094,
25624,Houston,Palmer Memorial Episcopal Church,"Texas, United States of America",13288,,29.71639,-95.39633,8433,chime,9,8,,1215,,790.0,G,41.75,1929,,Meneely (Troy),,,removed,eighth,,8094,
25618,Houston,Palmer Memorial Episcopal Church,"Texas, United States of America",13288,,29.71639,-95.39633,8433,chime,9,2b,,295,,1390.1,F,24.44,1927,,Meneely (Troy),,,removed,eighth,,8094,
25609,Houston,Palmer Memorial Episcopal Church,"Texas, United States of America",13288,,29.71639,-95.39633,3289,full-circle ring,8,1,,272,,1970.0,B,21.06,2005,,Whitechapel Bell Foundry,,,flat,unturned,,3498,Y
25610,Houston,Palmer Memorial Episcopal Church,"Texas, United States of America",13288,,29.71639,-95.39633,3289,full-circle ring,8,2,,273,,1847.0,A♯,21.50,2005,,Whitechapel Bell Foundry,,,flat,unturned,,3498,Y
25611,Houston,Palmer Memorial Episcopal Church,"Texas, United States of America",13288,,29.71639,-95.39633,3289,full-circle ring,8,3,,289,,1647.4,G♯,22.25,2005,,Whitechapel Bell Foundry,,,flat,unturned,,3498,Y
25612,Houston,Palmer Memorial Episcopal Church,"Texas, United States of America",13288,,29.71639,-95.39633,3289,full-circle ring,8,4,,316,,1473.2,F♯,23.63,2005,,Whitechapel Bell Foundry,,,flat,unturned,,3498,Y
25613,Houston,Palmer Memorial Episcopal Church,"Texas, United States of America",13288,,29.71639,-95.39633,3289,full-circle ring,8,5,,375,,1314.0,E,25.44,2005,,Whitechapel Bell Foundry,,,flat,unturned,,3498,Y
25614,Houston,Palmer Memorial Episcopal Church,"Texas, United States of America",13288,,29.71639,-95.39633,3289,full-circle ring,8,6,,427,,1232.0,D♯,26.38,2005,,Whitechapel Bell Foundry,,,flat,unturned,,3498,Y
25615,Houston,Palmer Memorial Episcopal Church,"Texas, United States of America",13288,,29.71639,-95.39633,3289,full-circle ring,8,7,,511,,1102.0,C♯,28.63,2005,,Whitechapel Bell Foundry,,,flat,unturned,,3498,Y
3467,Houston,Palmer Memorial Episcopal Church,"Texas, United States of America",13288,,29.71639,-95.39633,3289,full-circle ring,8,8,,695,,985.0,B,31.75,2005,,Whitechapel Bell Foundry,,,flat,unturned,,3498,Y
25632,Houston,S Paul (Methodist),"Texas, United States of America",11879,,29.72572,-95.38895,1880,full-circle ring,8,1,,397,,1568.4,G,24.88,2001,,Whitechapel Bell Foundry,,,flat,unturned,,3500,Y
25633,Houston,S Paul (Methodist),"Texas, United States of America",11879,,29.72572,-95.38895,1880,full-circle ring,8,2,,408,,1470.2,F♯,25.31,2001,,Whitechapel Bell Foundry,,,flat,unturned,,3500,Y
25634,Houston,S Paul (Methodist),"Texas, United States of America",11879,,29.72572,-95.38895,1880,full-circle ring,8,3,,455,,1309.8,E,26.63,2001,,Whitechapel Bell Foundry,,,flat,unturned,,3500,Y
25635,Houston,S Paul (Methodist),"Texas, United States of America",11879,,29.72572,-95.38895,1880,full-circle ring,8,4,,499,,1172.1,D,28.00,2001,,Whitechapel Bell Foundry,,,flat,unturned,,3500,Y
25636,Houston,S Paul (Methodist),"Texas, United States of America",11879,,29.72572,-95.38895,1880,full-circle ring,8,5,,590,,1045.5,C,30.25,2001,,Whitechapel Bell Foundry,,,flat,unturned,,3500,Y
25637,Houston,S Paul (Methodist),"Texas, United States of America",11879,,29.72572,-95.38895,1880,full-circle ring,8,6,,683,,980.1,B,31.81,2001,,Whitechapel Bell Foundry,,,flat,unturned,,3500,Y
25638,Houston,S Paul (Methodist),"Texas, United States of America",11879,,29.72572,-95.38895,1880,full-circle ring,8,7,,892,,876.0,A,34.94,2001,,Whitechapel Bell Foundry,,,flat,unturned,,3500,Y
3469,Houston,S Paul (Methodist),"Texas, United States of America",11879,,29.72572,-95.38895,1880,full-circle ring,8,8,,1235,,783.6,G,39.06,2001,,Whitechapel Bell Foundry,,,flat,unturned,,3500,Y
25625,Houston,S Thomas,"Texas, United States of America",12900,,29.68497,-95.46441,2901,full-circle ring,8,1,,248,,1979.0,B,20.50,1971,,John Taylor & Co,,,flat,unturned,,3499,Y
25626,Houston,S Thomas,"Texas, United States of America",12900,,29.68497,-95.46441,2901,full-circle ring,8,2,,286,,1866.0,A♯,21.50,1971,,John Taylor & Co,,,flat,unturned,,3499,Y
25627,Houston,S Thomas,"Texas, United States of America",12900,,29.68497,-95.46441,2901,full-circle ring,8,3,,307,,1659.0,G♯,22.50,1971,,John Taylor & Co,,,flat,unturned,,3499,Y
25628,Houston,S Thomas,"Texas, United States of America",12900,,29.68497,-95.46441,2901,full-circle ring,8,4,,344,,1475.0,F♯,24.00,1971,,John Taylor & Co,,,flat,unturned,,3499,Y
25629,Houston,S Thomas,"Texas, United States of America",12900,,29.68497,-95.46441,2901,full-circle ring,8,5,,386,,1311.0,E,25.50,1971,,John Taylor & Co,,,flat,unturned,,3499,Y
25630,Houston,S Thomas,"Texas, United States of America",12900,,29.68497,-95.46441,2901,full-circle ring,8,6,,430,,1237.0,D♯,26.50,1971,,John Taylor & Co,,,flat,unturned,,3499,Y
25631,Houston,S Thomas,"Texas, United States of America",12900,,29.68497,-95.46441,2901,full-circle ring,8,7,,572,,1100.0,C♯,29.50,1971,,John Taylor & Co,,,flat,unturned,,3499,Y
3468,Houston,S Thomas,"Texas, United States of America",12900,,29.68497,-95.46441,2901,full-circle ring,8,8,,791,,977.0,B,33.00,1971,,John Taylor & Co,,,flat,unturned,,3499,Y
26390,Kalamazoo,"Stetson Chapel, Kalamazoo College","Michigan, United States of America",11102,,42.28968,-85.60130,1103,full-circle ring,8,1,,344,,1764.0,A,23.00,1983,,Whitechapel Bell Foundry,,,flat,unturned,,3655,Y
26391,Kalamazoo,"Stetson Chapel, Kalamazoo College","Michigan, United States of America",11102,,42.28968,-85.60130,1103,full-circle ring,8,2,,360,,1661.0,G♯,23.63,1983,,Whitechapel Bell Foundry,,,flat,unturned,,3655,Y
26392,Kalamazoo,"Stetson Chapel, Kalamazoo College","Michigan, United States of America",11102,,42.28968,-85.60130,1103,full-circle ring,8,3,,392,,1480.5,F♯,24.75,1983,,Whitechapel Bell Foundry,,,flat,unturned,,3655,Y
26393,Kalamazoo,"Stetson Chapel, Kalamazoo College","Michigan, United States of America",11102,,42.28968,-85.60130,1103,full-circle ring,8,4,,414,,1318.0,E,26.00,1983,,Whitechapel Bell Foundry,,,flat,unturned,,3655,Y
26394,Kalamazoo,"Stetson Chapel, Kalamazoo College","Michigan, United States of America",11102,,42.28968,-85.60130,1103,full-circle ring,8,5,,512,,1174.0,D,28.00,1983,,Whitechapel Bell Foundry,,,flat,unturned,,3655,Y
26395,Kalamazoo,"Stetson Chapel, Kalamazoo College","Michigan, United States of America",11102,,42.28968,-85.60130,1103,full-circle ring,8,6,,556,,1108.0,C♯,29.50,1983,,Whitechapel Bell Foundry,,,flat,unturned,,3655,Y
26396,Kalamazoo,"Stetson Chapel, Kalamazoo College","Michigan, United States of America",11102,,42.28968,-85.60130,1103,full-circle ring,8,7,,768,,988.0,B,32.50,1983,,Whitechapel Bell Foundry,,,flat,unturned,,3655,Y
3617,Kalamazoo,"Stetson Chapel, Kalamazoo College","Michigan, United States of America",11102,,42.28968,-85.60130,1103,full-circle ring,8,8,,1024,,880.0,A,36.00,1983,,Whitechapel Bell Foundry,,,flat,unturned,,3655,Y
26579,Kent,Kent School Chapel,"Connecticut, United States of America",13580,,41.72590,-73.48425,3581,full-circle ring,10,1,,613,,1486.5,F♯,28.00,1931,,Mears & Stainbank,,,flat,unturned,,3693,Y
26580,Kent,Kent School Chapel,"Connecticut, United States of America",13580,,41.72590,-73.48425,3581,full-circle ring,10,2,,636,,1338.5,E,29.00,1931,,Mears & Stainbank,,,flat,unturned,,3693,Y
26581,Kent,Kent School Chapel,"Connecticut, United States of America",13580,,41.72590,-73.48425,3581,full-circle ring,10,3,,714,,1192.0,D,31.00,1931,,Mears & Stainbank,,,flat,unturned,,3693,Y
26582,Kent,Kent School Chapel,"Connecticut, United States of America",13580,,41.72590,-73.48425,3581,full-circle ring,10,4,,719,,1115.5,C♯,32.00,1931,,Mears & Stainbank,,,flat,unturned,,3693,Y
26583,Kent,Kent School Chapel,"Connecticut, United States of America",13580,,41.72590,-73.48425,3581,full-circle ring,10,5,,856,,994.0,B,34.00,1931,,Mears & Stainbank,,,flat,unturned,,3693,Y
26584,Kent,Kent School Chapel,"Connecticut, United States of America",13580,,41.72590,-73.48425,3581,full-circle ring,10,6,,970,,893.0,A,35.88,1931,,Mears & Stainbank,,,flat,unturned,,3693,Y
26585,Kent,Kent School Chapel,"Connecticut, United States of America",13580,,41.72590,-73.48425,3581,full-circle ring,10,7,,1157,,793.5,G,39.00,1931,,Mears & Stainbank,,,flat,unturned,,3693,Y
26586,Kent,Kent School Chapel,"Connecticut, United States of America",13580,,41.72590,-73.48425,3581,full-circle ring,10,8,,1304,,742.5,F♯,40.88,1931,,Mears & Stainbank,,,flat,unturned,,3693,Y
26587,Kent,Kent School Chapel,"Connecticut, United States of America",13580,,41.72590,-73.48425,3581,full-circle ring,10,9,,1975,,668.0,E,46.00,1931,,Mears & Stainbank,,,flat,unturned,,3693,Y
3650,Kent,Kent School Chapel,"Connecticut, United States of America",13580,,41.72590,-73.48425,3581,full-circle ring,10,10,,2764,,591.0,D,52.25,1931,,Mears & Stainbank,,,flat,unturned,,3693,Y
